,pm2d5(μg/m3),pm10(μg/m3),co(mg/m3),so2(μg/m3),no2(μg/m3),o3(μg/m3),voc(ppm),温度(℃),湿度(%),风向,风速(10m/s)
2025/2/19 11:37,53,65,1.06,11,207.5,-3.5,0.755,17.3,42.5,,
2025/2/19 11:37,52,65,1.12,11.8,206,-2.2,0.755,17.4,42.5,,
2025/2/19 11:37,51,63,1.1,11.6,199,0.2,0.752,17.4,42.6,,
2025/2/19 11:37,50,61,1.15,11.4,205.3,-3,0.752,17.4,42.7,,
2025/2/19 11:37,51,62,1.15,11.1,202.3,-4.3,0.75,17.4,42.8,,
2025/2/19 11:37,51,62,1.13,10.9,212.2,-14.5,0.746,17.4,42.8,,
2025/2/19 11:37,49,60,1.07,10.5,202.2,-6.2,0.745,17.5,42.9,,
2025/2/19 11:37,51,63,1.06,10.9,206.5,-4,0.744,17.5,42.9,,
2025/2/19 11:37,51,63,1.11,11.4,205.7,-6.2,0.742,17.5,43,,
2025/2/19 11:37,49,61,1.11,11.1,212.4,-13.7,0.742,17.5,43.1,,
2025/2/19 11:37,50,62,1.07,10.4,212.4,-14.4,0.739,17.5,43.1,,
2025/2/19 11:37,52,64,1.12,10.9,201,-9.9,0.739,17.6,43.2,,
2025/2/19 11:37,52,64,1.05,10.1,199.5,-11.8,0.735,17.6,43.2,,
2025/2/19 11:37,51,63,1.05,10.2,203.2,-5.2,0.735,17.6,43.2,,
2025/2/19 11:37,52,63,1.05,10.3,199.7,-5.9,0.733,17.6,43.3,,
2025/2/19 11:38,52,64,1.07,10,191.2,3,0.732,17.6,43.4,,
2025/2/19 11:38,51,63,1.06,9.9,216.6,-15.5,0.732,17.7,43.4,,
2025/2/19 11:38,51,62,1.11,10,212.1,-14.4,0.732,17.7,43.5,,
2025/2/19 11:38,50,62,1.12,10.1,206.5,-11.6,0.731,17.7,43.5,,
2025/2/19 11:38,51,63,1.06,9.9,212.8,-16.7,0.728,17.7,43.5,,
2025/2/19 11:38,51,64,1.03,9.8,215,-15.3,0.725,17.7,43.6,,
2025/2/19 11:38,51,64,1.05,10.2,211.1,-10.1,0.725,17.8,43.6,,
2025/2/19 11:38,52,65,1.07,10.7,208.8,-9.6,0.722,17.8,43.7,,
2025/2/19 11:38,52,63,1.1,10.8,207.2,-11.2,0.722,17.8,43.7,,
2025/2/19 11:38,51,62,1.12,10.5,200.9,-10.3,0.722,17.8,43.8,,
2025/2/19 11:38,50,61,1.06,9.9,216.9,-20.1,0.72,17.8,43.8,,
2025/2/19 11:38,49,60,1.07,10.2,196.6,-5.8,0.719,17.9,43.8,,
2025/2/19 11:38,49,60,1.06,10.1,198.4,-3.1,0.719,17.9,43.9,,
2025/2/19 11:38,49,60,1.05,10.1,198.4,0.6,0.719,17.9,43.9,,
2025/2/19 11:38,49,59,1.05,10,200.6,-3.8,0.718,17.9,44,,
2025/2/19 11:38,49,59,1.05,10,207.4,-10.7,0.716,17.9,44,,
2025/2/19 11:38,48,59,1.07,10.2,203.8,-8.4,0.716,17.9,44,,
2025/2/19 11:38,49,60,1.15,11.4,191.3,-2,0.716,18,44,,
2025/2/19 11:38,50,61,1.1,11.7,189.9,-8.6,0.712,18,44,,
2025/2/19 11:38,50,61,1.07,11.4,186.9,-6.4,0.712,18,44,,
2025/2/19 11:39,49,61,1.12,12.3,186.5,0.8,0.712,18,44,,
2025/2/19 11:39,48,60,1.1,12.3,189.6,-1.6,0.71,18,44,,
2025/2/19 11:39,48,59,1.07,11.9,198.8,-16.7,0.709,18.1,44,,
2025/2/19 11:39,47,58,1.07,12.2,189.4,-7.3,0.709,18,44,,
2025/2/19 11:39,48,60,1.09,12.6,184.1,-3.9,0.709,18.1,44,,
2025/2/19 11:39,48,60,1.11,12.8,198,-15.6,0.708,18.1,44,,
2025/2/19 11:39,48,59,1.08,12.8,200.4,-16.7,0.706,18.1,44,,
2025/2/19 11:39,50,61,1.04,12.3,194,-12.2,0.706,18.1,44,,
2025/2/19 11:39,49,60,1.09,12.5,199.2,-11.9,0.706,18.2,44,,
2025/2/19 11:39,51,62,1.04,12.6,198,0.2,0.706,18.2,44,,
2025/2/19 11:39,51,63,1.09,12.9,187.1,-5.3,0.703,18.2,44,,
2025/2/19 11:39,50,62,1.09,12.9,197.6,-6.9,0.702,18.2,44,,
2025/2/19 11:39,49,60,1.13,13.1,192.2,-0.9,0.702,18.2,44,,
2025/2/19 11:39,47,58,1.14,13.3,191,-9.2,0.702,18.2,44,,
2025/2/19 11:39,48,59,1.14,13.4,191.4,-8,0.702,18.3,44,,
2025/2/19 11:39,49,61,1.14,13.4,189.5,-2.1,0.702,18.3,44,,
2025/2/19 11:39,49,62,1.13,13.1,192.1,-3,0.701,18.3,44,,
2025/2/19 11:39,49,63,1.09,12.5,191.7,-4.1,0.699,18.3,44,,
2025/2/19 11:39,49,62,1.14,12.7,190.3,-4.9,0.699,18.3,44,,
2025/2/19 11:39,49,61,1.14,13.4,196.7,-9.5,0.699,18.4,44,,
2025/2/19 11:40,51,63,1.14,13.3,197.1,-13.7,0.696,18.4,44,,
2025/2/19 11:40,51,63,1.14,13.4,203.5,-13.7,0.698,18.4,44,,
2025/2/19 11:40,51,63,1.14,13.5,203.5,-11.7,0.697,18.4,44,,
2025/2/19 11:40,51,63,1.14,12.9,206.4,-19.5,0.696,18.4,44,,
2025/2/19 11:40,51,62,1.14,12.6,202.5,-15.8,0.696,18.4,44,,
2025/2/19 11:40,52,63,1.15,13.1,195.7,-9.2,0.696,18.5,44,,
2025/2/19 11:40,52,63,1.17,13.6,195.5,-7.7,0.695,18.5,44,,
2025/2/19 11:40,52,64,1.16,13.1,195.7,-7.9,0.692,18.5,44,,
2025/2/19 11:40,51,63,1.14,12.8,193.5,-11.7,0.692,18.5,44,,
2025/2/19 11:40,52,65,1.14,12.5,191.9,-16,0.692,18.5,44,,
2025/2/19 11:40,52,65,1.06,12.1,190.8,-9.7,0.692,18.5,44,,
2025/2/19 11:40,52,65,1.04,12.1,194.4,-7.7,0.692,18.6,44,,
2025/2/19 11:40,52,64,1.09,13.3,200.1,-9.4,0.692,18.6,44,,
2025/2/19 11:40,51,64,1.13,13.4,198.3,-12.8,0.692,18.6,44,,
2025/2/19 11:40,50,62,1.14,13.2,185.8,-5.9,0.691,18.6,44,,
2025/2/19 11:40,50,62,1.13,13,189.2,-6.5,0.689,18.6,44,,
2025/2/19 11:40,50,62,1.12,12.8,196.7,-10.7,0.689,18.6,44,,
2025/2/19 11:40,50,62,1.14,13,198.2,-10.3,0.689,18.6,44,,
2025/2/19 11:40,49,61,1.14,13.1,194.2,-7,0.689,18.7,44,,
2025/2/19 11:40,50,62,1.17,13.3,194.3,-10.6,0.689,18.7,44.1,,
2025/2/19 11:41,50,61,1.14,12.6,201.3,-15,0.689,18.7,44,,
2025/2/19 11:41,50,60,1.11,12.3,187.5,-6.6,0.689,18.7,44.1,,
2025/2/19 11:41,50,60,1.14,12.7,190.6,-7.8,0.687,18.7,44.1,,
2025/2/19 11:41,49,61,1.1,12.5,190,-12.4,0.688,18.8,44.1,,
2025/2/19 11:41,49,60,1.09,12.5,190.8,-15.7,0.687,18.8,44.1,,
2025/2/19 11:41,50,61,1.1,12.8,188,-10.7,0.686,18.8,44.1,,
2025/2/19 11:41,50,61,1.1,13,196.9,-7,0.686,18.8,44.2,,
2025/2/19 11:41,51,62,1.07,12.6,194.2,-8.7,0.686,18.8,44.2,,
2025/2/19 11:41,50,61,1.1,12.5,194.7,-12,0.686,18.9,44.2,,
2025/2/19 11:41,48,59,1.14,12.5,196.6,-13.1,0.686,18.8,44.2,,
2025/2/19 11:41,47,59,1.09,11.8,195.1,-15.2,0.686,18.9,44.2,,
2025/2/19 11:41,47,58,1.14,12.5,192.5,-14.4,0.686,18.9,44.2,,
2025/2/19 11:41,46,58,1.09,11.9,190.4,-18.7,0.686,18.9,44.2,,
2025/2/19 11:41,48,59,1.11,12.3,192.7,-13.4,0.684,18.9,44.1,,
2025/2/19 11:41,49,60,1.06,12.1,185.3,-4,0.683,18.9,44.1,,
2025/2/19 11:41,50,61,1.1,12.2,174.7,-3.5,0.683,18.9,44.1,,
2025/2/19 11:41,51,62,1.14,12.3,177.5,-7.6,0.683,19,44.1,,
2025/2/19 11:41,50,61,1.12,12.3,167.6,3.5,0.683,19,44.1,,
2025/2/19 11:41,51,62,1.09,12.2,171.2,0.4,0.683,19,44.1,,
2025/2/19 11:41,50,61,1.1,12.4,175.3,-4,0.683,19,44,,
2025/2/19 11:42,50,60,1.08,11.9,181.7,-8.2,0.683,19,44,,
2025/2/19 11:42,49,59,1.14,12,193.3,-18.5,0.683,19,44,,
2025/2/19 11:42,48,59,1.08,12,187,-11.4,0.683,19,44,,
2025/2/19 11:42,47,57,1.14,12.3,172.6,-4.8,0.683,19.1,43.9,,
2025/2/19 11:42,49,59,1.12,12.1,189.4,-12.3,0.68,19.1,43.9,,
2025/2/19 11:42,49,60,1.09,11.8,174.8,-2.7,0.679,19.1,43.9,,
2025/2/19 11:42,48,59,1.08,11.4,173,-5,0.679,19.1,43.9,,
2025/2/19 11:42,49,60,1.08,11.5,178.6,-9.5,0.679,19.1,43.8,,
2025/2/19 11:42,50,61,1.1,11.7,176.5,-6.7,0.679,19.1,43.8,,
2025/2/19 11:42,50,61,1.12,12.1,169.9,-2.8,0.679,19.2,43.8,,
2025/2/19 11:42,49,60,1.08,12.3,168.8,0.5,0.679,19.1,43.8,,
2025/2/19 11:42,49,60,1.08,12.3,171.7,0,0.679,19.2,43.8,,
2025/2/19 11:42,48,59,1.08,12,171.1,0.5,0.679,19.2,43.7,,
2025/2/19 11:42,49,60,1.16,12.3,166.7,-2.5,0.679,19.2,43.7,,
2025/2/19 11:42,50,60,1.14,12.7,179.4,-4.5,0.679,19.2,43.7,,
2025/2/19 11:42,49,60,1.13,12.2,178.9,-6.6,0.677,19.3,43.7,,
2025/2/19 11:42,50,61,1.08,11.7,174.3,-9.8,0.676,19.3,43.6,,
2025/2/19 11:42,50,62,1.11,11.9,177.6,-5.1,0.676,19.3,43.6,,
2025/2/19 11:42,48,59,1.13,12.1,176,-4.8,0.676,19.3,43.6,,
2025/2/19 11:42,49,60,1.12,11.9,177,-1.6,0.676,19.3,43.5,,
2025/2/19 11:43,49,61,1.08,11.5,178.6,-2.7,0.676,19.3,43.5,,
2025/2/19 11:43,50,62,1.08,11.5,181.7,-11.7,0.676,19.3,43.5,,
2025/2/19 11:43,49,61,1.05,11.5,180.5,-10.4,0.676,19.3,43.5,,
2025/2/19 11:43,49,60,1.05,11.3,168.8,1.1,0.676,19.4,43.5,,
2025/2/19 11:43,50,61,1.11,12.1,185.1,-18.5,0.676,19.4,43.5,,
2025/2/19 11:43,49,59,1.12,12,183,-5,0.676,19.4,43.5,,
2025/2/19 11:43,49,59,1.1,11.8,171.9,-0.1,0.676,19.4,43.5,,
2025/2/19 11:43,48,58,1.06,11.4,170.1,-2.1,0.674,19.4,43.5,,
2025/2/19 11:43,49,60,1.05,11.4,175.1,-1.9,0.673,19.4,43.4,,
2025/2/19 11:43,50,60,1.06,11.3,178.4,-8,0.673,19.4,43.5,,
2025/2/19 11:43,48,60,1.09,11.7,185,-16.8,0.673,19.4,43.4,,
2025/2/19 11:43,48,59,1.1,12.1,185.3,-16.1,0.673,19.5,43.4,,
2025/2/19 11:43,47,59,1.1,11.9,180,-9.9,0.673,19.5,43.4,,
2025/2/19 11:43,48,60,1.1,11.6,179.3,-8.4,0.673,19.5,43.4,,
2025/2/19 11:43,49,61,1.05,11.4,177.3,-9.6,0.673,19.5,43.4,,
2025/2/19 11:43,47,59,1.05,11.7,181,-0.9,0.673,19.5,43.4,,
2025/2/19 11:43,47,60,1.1,11.8,176.3,-7.1,0.673,19.5,43.4,,
2025/2/19 11:43,47,59,1.1,11.6,167.1,0.5,0.673,19.5,43.4,,
2025/2/19 11:43,48,60,1.08,11.6,174.3,-4.1,0.673,19.6,43.4,,
2025/2/19 11:43,48,59,1.08,11.4,177.4,-7.7,0.672,19.6,43.4,,
2025/2/19 11:44,48,58,1.09,11.4,180.7,-9.6,0.67,19.6,43.4,,
2025/2/19 11:44,48,58,1.12,12,182.7,-10.5,0.673,19.6,43.4,,
2025/2/19 11:44,49,58,1.1,12.2,183.9,-10.5,0.669,19.6,43.4,,
2025/2/19 11:44,49,60,1.08,12.2,183.7,-9.8,0.669,19.6,43.4,,
2025/2/19 11:44,48,58,1.02,11.3,180.2,-9.2,0.669,19.6,43.4,,
2025/2/19 11:44,49,59,1.1,12,173.4,4.7,0.669,19.6,43.4,,
2025/2/19 11:44,47,57,1.07,11.8,175.4,-7.1,0.669,19.7,43.4,,
2025/2/19 11:44,46,56,1.08,11.7,172.2,-8,0.669,19.7,43.4,,
2025/2/19 11:44,48,57,1.1,12,177.4,-9.6,0.669,19.7,43.4,,
2025/2/19 11:44,47,56,1.09,11.7,175.9,-7,0.669,19.7,43.3,,
2025/2/19 11:44,47,57,1.1,11.6,178,-11.3,0.669,19.7,43.4,,
2025/2/19 11:44,48,58,1.15,12.1,178.8,-12,0.669,19.7,43.3,,
2025/2/19 11:44,48,58,1.09,11.9,176.7,-7.8,0.669,19.7,43.3,,
2025/2/19 11:44,48,58,1.02,11.4,174.3,-6.3,0.669,19.8,43.3,,
2025/2/19 11:44,46,56,0.97,11,174.4,-8.5,0.666,19.8,43.3,,
2025/2/19 11:44,46,57,1.05,11.3,172.3,-8.4,0.669,19.8,43.3,,
2025/2/19 11:44,47,57,1.02,11,174.4,-7.8,0.669,19.8,43.3,,
2025/2/19 11:44,47,58,1.07,11.6,176.7,-8.3,0.669,19.8,43.3,,
2025/2/19 11:44,47,59,1.12,11.9,178,-11.1,0.669,19.8,43.3,,
2025/2/19 11:44,46,58,1.13,12.1,179.7,-10.2,0.668,19.8,43.3,,
2025/2/19 11:45,47,57,1.09,11.8,177.9,-5.7,0.666,19.9,43.3,,
2025/2/19 11:45,46,56,1.02,11.2,175.2,-4.6,0.666,19.9,43.3,,
2025/2/19 11:45,45,55,1.05,11.3,175,-5.3,0.666,19.9,43.3,,
2025/2/19 11:45,44,55,1.1,11.6,176.6,-6.4,0.666,19.9,43.3,,
2025/2/19 11:45,44,55,1.13,12,182,-7.2,0.666,19.9,43.3,,
2025/2/19 11:45,46,56,1.07,11.7,185.8,-9.4,0.666,19.9,43.3,,
2025/2/19 11:45,46,56,1.02,11.4,182,-3.8,0.666,19.9,43.3,,
2025/2/19 11:45,46,56,0.99,11.2,178.4,-3.3,0.666,19.9,43.3,,
2025/2/19 11:45,45,56,1.04,11.3,177.3,-9.1,0.666,20,43.2,,
2025/2/19 11:45,46,57,1.09,11.7,179,-15.5,0.666,20,43.3,,
2025/2/19 11:45,47,57,1.08,11.7,172.5,-10.2,0.666,20,43.3,,
2025/2/19 11:45,49,60,1.07,11.6,172.1,-7,0.666,20,43.2,,
2025/2/19 11:45,49,60,1.07,11.5,178.2,-9.9,0.666,20,43.2,,
2025/2/19 11:45,49,60,1.1,11.7,175.9,-8.9,0.666,20,43.2,,
2025/2/19 11:45,48,59,1.15,12.2,166.6,-2,0.666,20,43.2,,
2025/2/19 11:45,48,57,1.1,11.5,168.4,-1,0.666,20,43.2,,
2025/2/19 11:45,47,58,1.12,11.9,173.6,-9.3,0.666,20,43.2,,
2025/2/19 11:45,47,56,1.07,11.7,177.2,-7.1,0.666,20,43.1,,
2025/2/19 11:45,46,56,1.03,11.2,172.7,-4,0.664,20.1,43.1,,
2025/2/19 11:45,46,56,1.05,11.3,166.3,-0.7,0.663,20.1,43.1,,
2025/2/19 11:46,46,56,1.09,11.6,174.7,-8.5,0.663,20.1,43.1,,
2025/2/19 11:46,47,57,1.1,11.8,170.9,-1.2,0.663,20.1,43.1,,
2025/2/19 11:46,48,58,1.09,11.6,172.8,-6.3,0.663,20.1,43.1,,
2025/2/19 11:46,46,56,1.06,11.3,178.7,-12.3,0.663,20.1,43.1,,
2025/2/19 11:46,46,56,1.04,11.5,178.2,-11,0.663,20.1,43,,
2025/2/19 11:46,47,57,1.04,11.3,172.5,-8.9,0.663,20.2,43,,
2025/2/19 11:46,48,59,1.01,10.6,169.3,-7.7,0.663,20.2,43,,
2025/2/19 11:46,47,58,1.07,11.3,164.9,-8.1,0.663,20.2,43,,
2025/2/19 11:46,47,59,1.07,11.5,163,2,0.663,20.2,43,,
2025/2/19 11:46,47,59,1.07,11.4,176.7,-8.8,0.663,20.2,43,,
2025/2/19 11:46,48,60,1.03,11.4,177.9,-7.5,0.663,20.2,43,,
2025/2/19 11:46,49,60,1.05,11.3,177,-10.5,0.663,20.2,42.9,,
2025/2/19 11:46,48,58,1.07,11.1,172,-8.2,0.663,20.2,42.9,,
2025/2/19 11:52,14,14,-2.48,79.4,659.8,666.4,0.82,20.5,42.5,,
2025/2/19 11:52,13,14,-0.84,63.4,618.2,513.1,0.796,20.5,42.5,,
2025/2/19 11:52,13,13,-0.23,55.8,545.6,361,0.773,20.5,42.6,,
2025/2/19 11:52,13,14,0.49,51.4,459.4,244.6,0.752,20.6,42.7,,
2025/2/19 11:52,13,14,0.71,45.7,413.5,184,0.745,20.6,42.7,,
2025/2/19 11:52,13,13,0.71,44.1,390.2,175.1,0.745,20.6,42.6,,
2025/2/19 11:52,15,15,0.81,38.1,325.5,114.9,0.739,20.7,42.6,,
2025/2/19 11:52,17,17,0.92,38.9,325.5,114.9,0.732,20.7,42.6,,
2025/2/19 11:52,21,21,0.98,34.6,300.7,97.7,0.73,20.7,42.5,,
2025/2/19 11:52,24,25,0.92,30.8,271.7,76.4,0.729,20.7,42.4,,
2025/2/19 11:52,24,25,0.96,28,253.4,66.7,0.724,20.7,42.4,,
2025/2/19 11:52,25,27,0.96,26.1,243.9,63.6,0.721,20.7,42.4,,
2025/2/19 11:52,28,29,0.96,24.1,236.1,50.2,0.718,20.8,42.3,,
2025/2/19 11:52,30,31,0.97,25,230.4,39.6,0.716,20.8,42.2,,
2025/2/19 11:52,32,35,0.94,30.3,219,34.7,0.716,20.8,42.1,,
2025/2/19 11:52,32,36,0.92,30.8,212.1,28.8,0.712,20.8,42.1,,
2025/2/19 11:52,32,35,0.92,30.3,198.4,32.4,0.712,20.9,42,,
2025/2/19 11:52,31,34,1.03,32.4,187,34,0.706,20.9,41.9,,
2025/2/19 11:53,32,34,1.03,31,199.7,19.1,0.712,20.9,41.8,,
2025/2/19 11:53,32,34,1.03,30.4,186.4,27.2,0.71,20.9,41.8,,
2025/2/19 11:53,31,33,0.92,28.7,189.8,17.9,0.707,21,41.7,,
2025/2/19 11:53,31,33,0.92,28.5,183.5,16,0.706,21,41.6,,
2025/2/19 11:53,31,33,0.94,28,174.9,19.2,0.706,21,41.5,,
2025/2/19 11:53,30,32,0.94,27.1,170.2,21.1,0.705,21,41.5,,
2025/2/19 11:53,31,33,0.97,26.9,172.2,16.3,0.702,21,41.4,,
2025/2/19 11:53,31,33,1.03,26.5,167.3,16.2,0.702,21,41.3,,
2025/2/19 11:53,32,34,1.02,26.1,159,21.5,0.702,21.1,41.3,,
2025/2/19 11:53,32,34,0.97,25,161.6,18.1,0.699,21.1,41.2,,
2025/2/19 11:53,31,34,1,24.3,154.7,19.3,0.699,21.1,41.1,,
2025/2/19 11:53,32,34,0.94,23.4,160.3,12.2,0.699,21.1,41,,
2025/2/19 11:53,32,34,0.99,23.2,159.6,9.8,0.697,21.1,41,,
2025/2/19 11:53,31,33,1.04,22.7,153.2,22.9,0.696,21.1,40.9,,
2025/2/19 11:53,32,35,1.05,22.8,155,15.1,0.698,21.2,40.8,,
2025/2/19 11:53,31,34,1.02,22.1,156.3,11.5,0.696,21.2,40.7,,
2025/2/19 11:53,30,33,0.98,21.3,155,11,0.69,21.2,40.7,,
2025/2/19 11:53,30,33,1.03,21.3,152.9,10.3,0.693,21.2,40.6,,
2025/2/19 11:53,29,32,1.04,20.8,150.4,11.4,0.696,21.2,40.5,,
2025/2/19 11:53,29,31,1.02,20.5,147,17,0.696,21.2,40.5,,
2025/2/19 11:54,30,32,0.96,19.6,150.7,13.8,0.696,21.3,40.4,,
2025/2/19 11:54,30,32,1.05,20.2,154.7,8.5,0.686,21.3,40.4,,
2025/2/19 11:54,31,34,1.07,20.1,146.3,11.1,0.69,21.3,40.3,,
2025/2/19 11:54,30,32,1.09,20,151.6,10.4,0.683,21.3,40.2,,
2025/2/19 11:54,31,33,1.08,20,155.8,6.4,0.688,21.3,40.1,,
2025/2/19 11:54,31,32,1.07,19.9,153.1,9.5,0.688,21.4,40.1,,
2025/2/19 11:54,32,34,1.08,19.5,149.6,12.8,0.679,21.4,40,,
2025/2/19 11:54,33,36,1.13,19.4,150,5.6,0.678,21.4,40,,
2025/2/19 11:54,32,36,1.15,19.4,150.1,2.6,0.676,21.4,39.9,,
2025/2/19 11:54,34,40,1.1,18.9,147.2,9.5,0.679,21.4,39.9,,
2025/2/19 11:54,34,39,1.13,19.2,142,18.8,0.676,21.4,39.9,,
2025/2/19 11:54,32,36,1.1,19,139.9,14.8,0.666,21.5,39.8,,
2025/2/19 11:54,31,33,1.21,19.8,135.3,22,0.666,21.5,39.7,,
2025/2/19 11:54,30,32,1.13,19,138.6,20,0.671,21.5,39.6,,
2025/2/19 11:54,33,36,1.13,18.9,144.1,4.5,0.673,21.5,39.6,,
2025/2/19 11:54,34,37,1.17,19.2,138,10.9,0.675,21.5,39.6,,
2025/2/19 11:54,34,38,1.15,18.7,133.1,15.7,0.672,21.5,39.5,,
2025/2/19 11:54,33,37,1.13,18.5,135.5,12.8,0.667,21.5,39.5,,
2025/2/19 11:54,33,38,1.2,19.2,139.6,7.7,0.675,21.6,39.4,,
2025/2/19 11:54,33,37,1.17,18.7,139.7,7.1,0.673,21.6,39.3,,
2025/2/19 11:55,33,37,1.15,18.3,140.8,7.8,0.676,21.6,39.3,,
2025/2/19 11:55,33,36,1.09,17.7,145.4,6.7,0.676,21.6,39.2,,
2025/2/19 11:55,32,34,1.07,17.7,144.8,8.2,0.676,21.6,39.2,,
2025/2/19 11:55,32,34,1.09,18.2,142.3,12.7,0.676,21.6,39.1,,
2025/2/19 11:55,32,35,1.09,17.7,149,-1,0.674,21.7,39,,
2025/2/19 11:55,32,35,1.13,18.6,132.5,22.2,0.673,21.7,39,,
2025/2/19 11:55,31,35,1.17,18.5,136.3,18.3,0.673,21.7,38.9,,
2025/2/19 11:55,32,36,1.16,18.2,140,9.3,0.673,21.7,38.9,,
2025/2/19 11:55,32,36,1.12,17.9,137.2,12.1,0.674,21.7,38.9,,
2025/2/19 11:55,33,37,1.12,17.9,138.7,13.5,0.674,21.7,38.8,,
2025/2/19 11:55,34,39,1.12,17.8,142.7,9.4,0.669,21.7,38.7,,
2025/2/19 11:55,35,41,1.15,17.8,143.3,5.8,0.676,21.8,38.7,,
