,pm2d5(μg/m3),pm10(μg/m3),co(mg/m3),so2(μg/m3),no2(μg/m3),o3(μg/m3),voc(ppm),温度(℃),湿度(%),风向,风速(10m/s)
2025/2/13 0:05,30,30,1.15,12.6,112,16.8,0.487,21.7,40.4,,
2025/2/13 0:05,28,29,1.18,12.9,116.6,16.2,0.487,21.7,40.5,,
2025/2/13 0:05,30,31,1.2,13,115.5,16.5,0.487,21.7,40.4,,
2025/2/13 0:05,29,31,1.23,13.1,125,7.2,0.487,21.7,40.4,,
2025/2/13 0:05,30,32,1.25,13,121,6,0.487,21.7,40.4,,
2025/2/13 0:05,32,36,1.23,12.7,120.3,11.8,0.487,21.7,40.4,,
2025/2/13 0:05,35,39,1.18,12.6,124.3,9.2,0.487,21.7,40.4,,
2025/2/13 0:05,35,39,1.13,12.5,124.4,8.7,0.487,21.7,40.4,,
2025/2/13 0:05,34,38,1.16,12.9,122.4,13.2,0.487,21.7,40.4,,
2025/2/13 0:05,33,37,1.18,12.8,121.9,11.7,0.487,21.7,40.4,,
2025/2/13 0:05,33,37,1.18,12.6,123.3,9.6,0.487,21.7,40.4,,
2025/2/13 0:05,32,36,1.12,12.4,120.5,7.7,0.479,21.7,40.4,,
2025/2/13 0:05,33,37,1.23,12.8,126.3,2.3,0.479,21.7,40.4,,
2025/2/13 0:05,33,37,1.18,12.7,114.2,17.1,0.479,21.7,40.3,,
2025/2/13 0:05,32,37,1.15,12.9,126.9,4.1,0.479,21.7,40.3,,
2025/2/13 0:06,32.45,36.25,1.1560000000000001,12.52,123.48499999999999,7.82,0.48019999999999985,21.770000000000007,40.29999999999999,,
2025/2/13 0:06,34,38,1.17,12.8,115.9,12.5,0.479,21.7,40.4,,
2025/2/13 0:06,33,37,1.17,12.4,118.3,10.9,0.482,21.7,40.3,,
2025/2/13 0:06,32,35,1.15,12.4,122.5,8.1,0.484,21.7,40.3,,
2025/2/13 0:06,31,33,1.14,12.5,123.4,7.4,0.479,21.7,40.3,,
2025/2/13 0:06,31,33,1.12,12.1,122.5,8.4,0.479,21.7,40.3,,
2025/2/13 0:06,31,33,1.15,12.3,122.9,6.6,0.487,21.8,40.3,,
2025/2/13 0:06,31,33,1.18,12.8,128.5,1.6,0.487,21.7,40.3,,
2025/2/13 0:06,30,32,1.18,12.8,133.2,7.2,0.479,21.8,40.3,,
2025/2/13 0:06,30,33,1.16,12.2,128.8,-0.6,0.479,21.8,40.3,,
2025/2/13 0:06,32,35,1.17,12.6,127.3,10.8,0.479,21.8,40.3,,
2025/2/13 0:06,32,36,1.16,12.8,128.2,6.1,0.479,21.8,40.3,,
2025/2/13 0:06,34,39,1.14,12.3,122.7,8.5,0.479,21.8,40.3,,
2025/2/13 0:06,35,41,1.14,12.3,124.7,7,0.479,21.8,40.3,,
2025/2/13 0:06,35,41,1.17,12.7,123.7,6.5,0.479,21.8,40.3,,
2025/2/13 0:06,34,40,1.15,12.6,121,8.4,0.479,21.8,40.3,,
2025/2/13 0:06,35,40,1.15,12.7,117,16.3,0.479,21.8,40.3,,
2025/2/13 0:06,33,38,1.21,13.5,115.8,16.1,0.479,21.8,40.3,,
2025/2/13 0:06,33,37,1.12,12.2,121.2,7.6,0.479,21.8,40.3,,
2025/2/13 0:06,32,36,1.14,12,133.1,0.3,0.479,21.8,40.3,,
2025/2/13 0:06,31,35,1.15,12.4,119,6.7,0.479,21.8,40.2,,
2025/2/13 0:07,32.95,37.15,1.1809999999999998,12.750000000000002,122.46499999999999,9.605000000000002,0.47619999999999996,21.854999999999993,40.20000000000001,,
2025/2/13 0:07,32,35,1.17,12.5,119.3,5.2,0.479,21.8,40.2,,
2025/2/13 0:07,31,33,1.2,12.7,121.2,7.5,0.479,21.8,40.3,,
2025/2/13 0:07,32,35,1.21,13,121.1,10,0.479,21.8,40.2,,
2025/2/13 0:07,33,37,1.18,12.8,123.6,8,0.479,21.8,40.2,,
2025/2/13 0:07,34,38,1.18,12.8,119.4,11.4,0.479,21.8,40.2,,
2025/2/13 0:07,33,38,1.18,12.8,110.4,17.3,0.479,21.8,40.2,,
2025/2/13 0:07,32,36,1.23,12.8,119,9.3,0.479,21.8,40.2,,
2025/2/13 0:07,33,37,1.21,13,127.1,6.2,0.479,21.8,40.2,,
2025/2/13 0:07,32,35,1.15,12.4,129,2.5,0.479,21.8,40.2,,
2025/2/13 0:07,31,34,1.13,12.4,113.9,19.5,0.474,21.9,40.2,,
2025/2/13 0:07,30,33,1.18,12.9,134.4,2,0.476,21.9,40.2,,
2025/2/13 0:07,32,36,1.17,12.7,123.4,4.9,0.479,21.9,40.2,,
2025/2/13 0:07,34,39,1.15,12.8,117.7,15.9,0.476,21.9,40.2,,
2025/2/13 0:07,35,41,1.16,13,124.6,14.6,0.471,21.9,40.2,,
2025/2/13 0:07,35,40,1.19,13,127.2,11.8,0.471,21.9,40.2,,
2025/2/13 0:07,34,39,1.2,12.9,126.1,7.6,0.471,21.9,40.2,,
2025/2/13 0:07,32,36,1.18,12.5,128.2,1.9,0.471,21.9,40.2,,
2025/2/13 0:07,33,37,1.15,12.3,127.1,3.3,0.471,21.9,40.2,,
2025/2/13 0:07,36,42,1.2,12.9,117.1,19.4,0.479,21.9,40.2,,
2025/2/13 0:07,35,42,1.2,12.8,119.5,13.8,0.474,21.9,40.1,,
2025/2/13 0:08,32.1,35.45,1.1649999999999996,12.500000000000002,121.50999999999999,9.915000000000001,0.47140000000000004,21.919999999999995,40.10500000000001,,
2025/2/13 0:08,33,38,1.19,12.4,117.5,12.2,0.471,21.9,40.1,,
2025/2/13 0:08,34,40,1.12,12.1,116.9,15.3,0.471,21.9,40.1,,
2025/2/13 0:08,33,39,1.13,12.4,124.6,8.7,0.474,21.9,40.1,,
2025/2/13 0:08,33,38,1.16,12.7,127.6,7.5,0.476,21.9,40.2,,
2025/2/13 0:08,32,35,1.19,12.9,132.3,2.4,0.471,21.9,40.1,,
2025/2/13 0:08,32,36,1.19,12.9,130.9,2.2,0.471,21.9,40.1,,
2025/2/13 0:08,32,36,1.18,12.6,125,6.9,0.471,21.9,40.1,,
2025/2/13 0:08,32,35,1.18,12.5,125.7,4,0.471,21.9,40.1,,
2025/2/13 0:08,33,37,1.15,12.4,119.5,3.9,0.471,21.9,40.1,,
2025/2/13 0:08,33,36,1.15,12.5,118.4,13.1,0.471,21.9,40.1,,
2025/2/13 0:08,32,34,1.17,12.6,120.1,12.7,0.471,21.9,40.1,,
2025/2/13 0:08,32,34,1.19,12.8,113.3,21.1,0.471,21.9,40.1,,
2025/2/13 0:08,31,33,1.17,12.6,116.6,16.3,0.471,21.9,40.1,,
2025/2/13 0:08,32,35,1.15,12.3,123.9,5.8,0.471,21.9,40.1,,
2025/2/13 0:08,32,34,1.16,12.3,119.7,8.3,0.471,21.9,40.1,,
2025/2/13 0:08,31,34,1.16,12.4,118.2,11,0.471,21.9,40.1,,
2025/2/13 0:08,31,33,1.13,12.4,119.4,11.8,0.471,22,40.1,,
2025/2/13 0:08,32,34,1.15,12.4,118.5,13.1,0.471,22,40.1,,
2025/2/13 0:08,31,34,1.15,12.1,119.2,12.5,0.471,22,40.1,,
2025/2/13 0:08,31,34,1.23,12.7,122.9,9.5,0.471,22,40.1,,
2025/2/13 0:09,33.2,37.1,1.177,12.655,120.17,9.734999999999998,0.471,22,40.005,,
2025/2/13 0:09,32,34,1.15,12.7,121.6,15.3,0.471,22,40.1,,
2025/2/13 0:09,33,37,1.18,12.5,114.5,14.7,0.471,22,40,,
2025/2/13 0:09,35,39,1.22,13,117.4,11.6,0.471,22,40,,
2025/2/13 0:09,34,39,1.21,12.9,116.2,11.7,0.471,22,40,,
2025/2/13 0:09,34,39,1.19,13,114.5,12.4,0.471,22,40,,
2025/2/13 0:09,34,38,1.16,13,118.9,11,0.471,22,40,,
2025/2/13 0:09,33,37,1.15,12.9,122.2,8.3,0.471,22,40,,
2025/2/13 0:09,34,37,1.2,13,121.4,5.5,0.471,22,40,,
2025/2/13 0:09,34,37,1.26,13.3,114.8,10.3,0.471,22,40,,
2025/2/13 0:09,32,36,1.2,12.9,109.3,19,0.471,22,40,,
2025/2/13 0:09,33,37,1.12,11.8,116.3,11.1,0.471,22,40,,
2025/2/13 0:09,32,35,1.12,12.1,125.2,6.7,0.471,22,40,,
2025/2/13 0:09,32,36,1.16,11.9,128.9,4.4,0.471,22,40,,
2025/2/13 0:09,33,37,1.19,12.7,130.4,-2.3,0.471,22,40,,
2025/2/13 0:09,33,36,1.17,12.7,122.1,10.2,0.471,22,40,,
2025/2/13 0:09,33,37,1.15,12.3,115.1,16,0.471,22,40,,
2025/2/13 0:09,33,38,1.16,12.5,118.7,12.8,0.471,22,40,,
2025/2/13 0:09,32,37,1.18,12.8,123.5,8.7,0.471,22,40,,
2025/2/13 0:09,33,37,1.2,12.7,126.1,5.1,0.471,22,40,,
2025/2/13 0:09,35,39,1.17,12.4,126.3,2.2,0.471,22,40,,
2025/2/13 0:10,33.6,38.35,1.1735,12.55,119.87499999999997,10.115,0.46765,22.070000000000007,39.93499999999999,,
2025/2/13 0:10,34,39,1.15,12.1,119.6,8.7,0.471,22,40,,
2025/2/13 0:10,36,42,1.12,11.9,117.2,10.1,0.471,22,40,,
2025/2/13 0:10,36,43,1.17,12.4,107.8,16.3,0.471,22,40,,
2025/2/13 0:10,35,42,1.17,12.4,121.8,17,0.471,22,40,,
2025/2/13 0:10,36,43,1.18,12.9,118.9,11.7,0.471,22,40,,
2025/2/13 0:10,35,42,1.18,13,128.5,3.2,0.468,22,40,,
2025/2/13 0:10,35,41,1.17,12.8,121.8,9,0.466,22.1,40,,
2025/2/13 0:10,35,42,1.17,12.8,120.3,10.4,0.471,22.1,39.9,,
2025/2/13 0:10,34,40,1.18,13,122.2,8.8,0.471,22.1,39.9,,
2025/2/13 0:10,33,36,1.2,12.8,120.6,10.7,0.463,22.1,39.9,,
2025/2/13 0:10,32,35,1.17,12.4,117.2,17.9,0.463,22.1,39.9,,
2025/2/13 0:10,32,36,1.14,12.4,115.8,18.7,0.463,22.1,40,,
2025/2/13 0:10,32,35,1.17,12.5,118,13.8,0.463,22.1,39.9,,
2025/2/13 0:10,32,35,1.15,12.4,124.3,8.7,0.468,22.1,39.9,,
2025/2/13 0:10,32,34,1.14,12.1,120,3.7,0.466,22.1,39.9,,
2025/2/13 0:10,31,34,1.16,12,122,2.6,0.468,22.1,39.9,,
2025/2/13 0:10,33,37,1.19,12.3,119.7,7,0.468,22.1,39.9,,
2025/2/13 0:10,33,37,1.22,12.8,116.1,13.3,0.463,22.1,39.9,,
2025/2/13 0:10,33,37,1.21,12.9,121.7,6.9,0.466,22.1,39.9,,
2025/2/13 0:10,33,37,1.23,13.1,124,3.8,0.471,22.1,39.8,,
2025/2/13 0:11,32.5,35.25,1.169,12.529999999999998,117.32499999999997,11.904999999999998,0.4629999999999999,22.10000000000001,39.819999999999986,,
2025/2/13 0:11,33,36,1.23,13,121.4,11.7,0.463,22.1,39.9,,
2025/2/13 0:11,33,37,1.09,12,119.4,13.7,0.463,22.1,39.9,,
2025/2/13 0:11,32,36,1.12,12.4,116,16.3,0.463,22.1,39.9,,
2025/2/13 0:11,33,37,1.12,12.2,119.2,15.2,0.463,22.1,39.9,,
2025/2/13 0:11,33,35,1.12,12.2,124.7,6.9,0.463,22.1,39.8,,
2025/2/13 0:11,32,34,1.15,12.9,119.5,10.5,0.463,22.1,39.8,,
2025/2/13 0:11,31,33,1.19,13,106.7,18.8,0.463,22.1,39.8,,
2025/2/13 0:11,32,33,1.2,12.7,111.5,15,0.463,22.1,39.9,,
2025/2/13 0:11,31,32,1.2,12.6,113.8,11.6,0.463,22.1,39.8,,
2025/2/13 0:11,32,33,1.2,12.6,114.3,9.8,0.463,22.1,39.8,,
2025/2/13 0:11,31,32,1.2,12.7,121.4,6.5,0.463,22.1,39.8,,
2025/2/13 0:11,32,34,1.14,12.2,121.8,7.7,0.463,22.1,39.8,,
2025/2/13 0:11,33,37,1.14,12.2,111.5,17.1,0.463,22.1,39.8,,
2025/2/13 0:11,34,38,1.17,12.2,114.7,8.4,0.463,22.1,39.8,,
2025/2/13 0:11,34,39,1.17,12.3,125,3.3,0.463,22.1,39.8,,
2025/2/13 0:11,33,36,1.17,12.9,119,11.1,0.463,22.1,39.8,,
2025/2/13 0:11,33,36,1.23,12.9,116.1,14.2,0.463,22.1,39.8,,
2025/2/13 0:11,33,36,1.21,12.6,115.2,12.6,0.463,22.1,39.8,,
2025/2/13 0:11,33,36,1.14,12.3,119.6,13.1,0.463,22.1,39.8,,
2025/2/13 0:11,32,35,1.19,12.7,115.7,14.6,0.463,22.1,39.7,,
2025/2/13 0:12,32.8,36.4,1.1954999999999998,12.684999999999999,117.675,10.310000000000002,0.46179999999999993,22.179999999999993,39.71500000000002,,
2025/2/13 0:12,32,34,1.17,12.4,114.9,12,0.463,22.1,39.8,,
2025/2/13 0:12,30,33,1.14,12.3,120.5,13,0.463,22.1,39.7,,
2025/2/13 0:12,31,34,1.2,13,120.4,14,0.463,22.2,39.8,,
2025/2/13 0:12,30,32,1.2,12.9,118.4,18.6,0.463,22.2,39.7,,
2025/2/13 0:12,32,35,1.16,12.4,115.4,10.8,0.463,22.1,39.7,,
2025/2/13 0:12,33,36,1.18,12.8,117.7,15.5,0.463,22.2,39.8,,
2025/2/13 0:12,34,37,1.22,13.1,110.3,13.7,0.463,22.1,39.7,,
2025/2/13 0:12,34,38,1.24,12.9,113.9,9,0.463,22.2,39.7,,
2025/2/13 0:12,33,37,1.23,12.8,117.9,5.9,0.463,22.2,39.7,,
2025/2/13 0:12,33,35,1.15,12.5,125.3,0.6,0.463,22.2,39.7,,
2025/2/13 0:12,33,35,1.11,12.2,122.9,3.6,0.463,22.2,39.7,,
2025/2/13 0:12,33,36,1.2,12.5,115,9.4,0.463,22.2,39.7,,
2025/2/13 0:12,32,38,1.23,12.7,119.5,9.3,0.454,22.2,39.7,,
2025/2/13 0:12,33,37,1.23,12.9,116.6,8.8,0.454,22.2,39.7,,
2025/2/13 0:12,33,38,1.17,12.5,115.2,14.8,0.46,22.2,39.7,,
2025/2/13 0:12,34,41,1.27,13.2,123,7.1,0.463,22.2,39.7,,
2025/2/13 0:12,35,39,1.24,13.1,122.4,3.5,0.463,22.2,39.7,,
2025/2/13 0:12,34,39,1.18,12.6,114.1,14.8,0.463,22.2,39.7,,
2025/2/13 0:12,34,37,1.18,12.3,111,14.5,0.463,22.2,39.7,,
2025/2/13 0:12,33,37,1.21,12.6,119.1,7.3,0.46,22.2,39.7,,
2025/2/13 0:13,32.75,35.75,1.1875000000000002,12.689999999999998,121.11499999999998,8.665000000000001,0.47219999999999995,22.240000000000002,39.60000000000001,,
2025/2/13 0:13,33,37,1.21,12.7,122.7,4.5,0.454,22.2,39.7,,
2025/2/13 0:13,33,37,1.17,12.1,124.9,2,0.454,22.2,39.6,,
2025/2/13 0:13,32,36,1.2,12.7,124.6,9,0.454,22.2,39.6,,
2025/2/13 0:13,33,36,1.23,13.2,110.8,21.2,0.454,22.2,39.6,,
2025/2/13 0:13,35,39,1.14,12.1,106.8,15.8,0.454,22.2,39.6,,
2025/2/13 0:13,34,39,1.18,12.4,114.4,12.1,0.454,22.2,39.6,,
2025/2/13 0:13,35,40,1.16,12.7,115.1,17.8,0.454,22.2,39.6,,
2025/2/13 0:13,35,40,1.2,12.9,111,13.5,0.46,22.2,39.6,,
2025/2/13 0:13,34,39,1.23,12.9,121.9,3.3,0.471,22.2,39.6,,
2025/2/13 0:13,34,39,1.21,12.8,118.9,13.1,0.468,22.2,39.6,,
2025/2/13 0:13,35,38,1.16,12.5,119,13.6,0.438,22.2,39.6,,
2025/2/13 0:13,34,37,1.15,12.6,119.1,8.7,0.454,22.3,39.6,,
2025/2/13 0:13,32,35,1.17,12.7,116,8.8,0.463,22.2,39.6,,
2025/2/13 0:13,32,34,1.2,12.8,121.3,3.4,0.463,22.3,39.6,,
2025/2/13 0:13,32,34,1.17,12.7,126,5.6,0.696,22.3,39.6,,
2025/2/13 0:13,32,33,1.17,12.1,128.9,4.3,0.524,22.3,39.5,,
2025/2/13 0:13,31,32,1.19,12.5,123.1,4.4,0.443,22.3,39.6,,
2025/2/13 0:13,30,31,1.2,13.2,129.7,6.9,0.457,22.3,39.6,,
2025/2/13 0:13,30,30,1.2,13.1,131.6,2.4,0.463,22.3,39.6,,
2025/2/13 0:13,29,29,1.21,13.1,136.5,2.9,0.466,22.3,39.6,,
2025/2/13 0:14,31.8,34.55,1.1795,12.749999999999998,124.86000000000001,7.599999999999999,0.4673999999999999,22.315000000000005,39.85999999999999,,
2025/2/13 0:14,31,32,1.21,13.1,128.8,8.9,0.471,22.3,39.7,,
2025/2/13 0:14,33,35,1.18,12.9,128.8,6.9,0.471,22.3,39.7,,
2025/2/13 0:14,34,37,1.18,12.8,128.8,3.9,0.471,22.3,39.7,,
2025/2/13 0:14,33,36,1.14,12.4,123.8,6.2,0.471,22.3,39.8,,
2025/2/13 0:14,33,36,1.23,12.8,126.8,4.2,0.471,22.3,39.8,,
2025/2/13 0:14,33,37,1.14,13.1,131.9,9.6,0.471,22.3,39.8,,
2025/2/13 0:14,32,36,1.14,12.8,119.1,12.9,0.471,22.3,39.8,,
2025/2/13 0:14,33,38,1.18,12.8,110.8,14.6,0.471,22.3,39.8,,
2025/2/13 0:14,34,37,1.16,12.8,128.4,4.3,0.471,22.3,39.9,,
2025/2/13 0:14,32,35,1.16,12.6,125.6,4.3,0.468,22.3,39.9,,
